review_id,rating,review_text
4412,5,great amazing good great amazing ### ...
4413,1,POOR AWFUL BAD BAD LATE TERRIBLE LATE LOL SUPER 😍
4414,3,poor terrible poor late 😡
4415,2,terrible late poor bad awful worst !!! @@@ LOL
4416,3,WORST TERRIBLE BAD LOL ... SUPER
4417,5,FANTASTIC GOOD GREAT AMAZING GREAT EXCELLENT EXCELLENT SUPER 😍
4418,1,awful terrible awful late 😍
4419,2,WORST BAD LATE LOL SUPER 😍
4420,1,AWFUL LATE POOR TERRIBLE 😡 SUPER !!!
4421,4,good great excellent great excellent !!!
4422,4,GREAT GOOD GREAT AMAZING GOOD AMAZING LOL !!! !!!
4423,1,poor worst terrible bad late terrible bad 😡
4424,1,late terrible poor LOL ###
4425,1,bad late late poor worst poor 😡
4426,2,TERRIBLE TERRIBLE TERRIBLE TERRIBLE TERRIBLE ### SUPER
4427,2,bad worst late bad late 😍 LOL SUPER
4428,3,late terrible late SUPER ### SUPER
4429,5,GREAT AWESOME EXCELLENT FANTASTIC AWESOME AMAZING EXCELLENT LOL
4430,1,WORST POOR WORST ...
4431,5,fantastic good amazing excellent 😡
4432,1,BAD POOR BAD WORST WORST 😍 @@@ @@@
4433,4,AMAZING EXCELLENT FANTASTIC AWESOME AMAZING AMAZING GOOD SUPER ### 😡
4434,5,good amazing good excellent awesome SUPER
4435,2,BAD TERRIBLE WORST POOR BAD ... 😡 !!!
4436,4,good good great good great LOL
4437,2,POOR POOR BAD BAD POOR WORST ### @@@ !!!
4438,2,poor terrible late poor !!! ###
4439,2,worst terrible poor 😡 @@@
4440,4,amazing excellent awesome fantastic fantastic 😡
4441,1,poor awful terrible poor worst ###
4442,1,TERRIBLE BAD LATE TERRIBLE SUPER !!! 😍
4443,1,bad awful poor poor bad LOL ###
4444,5,awesome amazing good excellent amazing 😍 LOL
4445,3,WORST BAD LATE AWFUL LATE BAD LOL ...
4446,4,good awesome good great ### SUPER
4447,3,BAD POOR AWFUL TERRIBLE BAD WORST !!! 😍 😍
4448,2,poor worst terrible !!! 😡 ###
4449,2,late terrible bad bad LOL
4450,1,bad awful terrible terrible poor ...
4451,4,amazing excellent amazing SUPER
4452,4,GOOD GREAT AWESOME EXCELLENT EXCELLENT AMAZING AWESOME 😍
4453,3,terrible awful poor worst worst 😍
4454,2,worst worst terrible worst terrible terrible ###
4455,3,worst bad late terrible worst poor poor ###
4456,5,fantastic good amazing amazing ...
4457,2,poor terrible late ... SUPER @@@
4458,5,awesome amazing awesome awesome good good ... LOL
4459,3,LATE POOR TERRIBLE POOR BAD BAD 😍 @@@ SUPER
4460,2,WORST BAD WORST POOR AWFUL LOL
4461,5,awesome awesome fantastic awesome !!! SUPER !!!
4462,2,awful late worst bad terrible awful ... 😡
4463,2,late terrible worst ###
4464,2,awful awful awful ### @@@
4465,1,POOR AWFUL WORST WORST LATE WORST BAD LOL ###
4466,5,AWESOME AMAZING GOOD GOOD ###
4467,3,AWFUL POOR BAD POOR AWFUL LATE POOR SUPER !!! 😡
4468,2,late awful late worst 😡 !!! SUPER
4469,1,TERRIBLE POOR TERRIBLE WORST POOR BAD BAD ###
4470,4,GOOD GOOD FANTASTIC GREAT AMAZING FANTASTIC AWESOME 😡
4471,4,GOOD GREAT GREAT EXCELLENT LOL !!!
4472,3,AWFUL POOR AWFUL ### !!!
4473,5,awesome excellent excellent excellent awesome 😍 ...
4474,5,excellent awesome amazing awesome awesome great ### ...
4475,3,BAD WORST BAD POOR !!!
4476,5,awesome fantastic awesome good good good ### 😡
4477,4,GREAT EXCELLENT AMAZING GOOD AWESOME AWESOME AMAZING 😡
4478,2,POOR BAD BAD POOR POOR WORST POOR ... ...
4479,2,TERRIBLE LATE BAD AWFUL SUPER
4480,4,good fantastic amazing amazing LOL 😍 😍
4481,3,worst bad awful worst worst late LOL LOL
4482,5,great excellent fantastic amazing ### @@@
4483,4,fantastic fantastic fantastic great ###
4484,3,TERRIBLE WORST TERRIBLE TERRIBLE WORST AWFUL POOR @@@
4485,1,poor bad worst !!!
4486,1,WORST TERRIBLE BAD AWFUL BAD 😍 LOL
4487,2,worst awful late awful terrible awful LOL ...
4488,3,TERRIBLE AWFUL BAD WORST 😡 😍
4489,4,amazing amazing amazing fantastic good great !!! ### @@@
4490,1,POOR POOR TERRIBLE TERRIBLE BAD POOR TERRIBLE 😍 😡 !!!
4491,1,BAD BAD WORST LOL
4492,2,BAD POOR POOR SUPER 😍
4493,2,poor late bad terrible late bad bad @@@
4494,2,late poor late terrible terrible SUPER SUPER SUPER
4495,5,AWESOME FANTASTIC GREAT AMAZING GOOD AMAZING EXCELLENT SUPER 😍 😍
4496,3,TERRIBLE POOR AWFUL TERRIBLE BAD SUPER
4497,3,terrible poor terrible 😡 !!! ###
4498,4,great excellent excellent great ### ###
4499,5,great great great fantastic fantastic great ...
4500,5,EXCELLENT AWESOME AMAZING LOL
4501,5,EXCELLENT FANTASTIC AMAZING AWESOME 😍 😍 ###
4502,3,LATE LATE POOR BAD 😡
4503,5,amazing good awesome fantastic great amazing LOL SUPER
4504,4,GREAT EXCELLENT FANTASTIC FANTASTIC EXCELLENT AWESOME GREAT ... ... 😍
4505,5,excellent good amazing great LOL
4506,5,GREAT AMAZING EXCELLENT LOL
4507,1,WORST POOR AWFUL WORST TERRIBLE POOR WORST !!!
4508,2,BAD TERRIBLE BAD 😡 😡
4509,2,worst terrible awful bad worst 😡 LOL
4510,3,TERRIBLE LATE WORST BAD WORST WORST !!! @@@
4511,3,poor late worst worst bad 😍 ... !!!
4512,4,awesome excellent fantastic good amazing ...
4513,1,poor awful worst worst awful ### ###
4514,1,BAD LATE WORST POOR LOL 😡
4515,3,TERRIBLE AWFUL BAD 😍
4516,1,POOR WORST BAD LATE WORST 😡
4517,5,GREAT AMAZING AMAZING EXCELLENT EXCELLENT FANTASTIC 😡 !!!
4518,1,BAD AWFUL AWFUL AWFUL POOR 😡 LOL 😍
4519,1,WORST LATE WORST LOL LOL 😡
4520,4,GOOD FANTASTIC AMAZING FANTASTIC ... 😍
4521,2,AWFUL WORST BAD LATE AWFUL LATE ... SUPER
4522,3,worst awful terrible worst poor awful worst !!! 😡 !!!
4523,3,awful bad worst worst ###
4524,4,GREAT GREAT FANTASTIC FANTASTIC AWESOME AMAZING AWESOME ...
4525,4,amazing good fantastic good great !!!
4526,5,amazing great amazing great awesome 😍
4527,5,fantastic amazing excellent @@@ 😍 LOL
4528,1,poor poor awful bad ### SUPER
4529,1,TERRIBLE TERRIBLE POOR POOR ###
4530,4,GREAT FANTASTIC GREAT GOOD AWESOME AWESOME GOOD SUPER
4531,2,terrible poor bad ### @@@ !!!
4532,2,TERRIBLE WORST BAD BAD POOR AWFUL POOR 😍 LOL
4533,1,TERRIBLE TERRIBLE AWFUL AWFUL AWFUL 😍 SUPER
4534,5,awesome great awesome fantastic 😍 ... 😡
4535,5,excellent great excellent awesome good LOL
4536,3,LATE POOR BAD AWFUL POOR SUPER
4537,2,bad worst worst awful poor poor 😍 ###
4538,1,LATE BAD POOR POOR POOR @@@ ### @@@
4539,1,POOR BAD WORST LATE SUPER
4540,5,amazing awesome great fantastic @@@ ... @@@
4541,4,AMAZING AWESOME FANTASTIC SUPER 😡 @@@
4542,4,AWESOME GREAT EXCELLENT AMAZING GREAT GOOD AMAZING 😍 @@@ ...
4543,4,GREAT GREAT GREAT 😡 @@@ SUPER
4544,2,POOR BAD LATE AWFUL TERRIBLE BAD LOL @@@
4545,4,FANTASTIC AMAZING GREAT 😍 ### !!!
4546,5,excellent awesome awesome awesome @@@ !!!
4547,3,TERRIBLE POOR WORST POOR LATE AWFUL POOR ... SUPER ###
4548,5,AMAZING GREAT GOOD AWESOME AWESOME EXCELLENT EXCELLENT 😍
4549,3,poor worst worst bad late awful @@@
4550,2,POOR LATE AWFUL POOR @@@ ... LOL
4551,3,AWFUL TERRIBLE POOR POOR 😍
4552,2,POOR AWFUL AWFUL LOL 😍 ###
4553,5,awesome fantastic awesome good 😍
4554,2,POOR TERRIBLE POOR LATE POOR POOR SUPER ... 😡
4555,4,fantastic fantastic great amazing @@@ @@@
4556,1,AWFUL POOR LATE BAD LATE TERRIBLE AWFUL SUPER @@@ 😡
4557,1,late bad bad awful late late SUPER SUPER
4558,2,WORST WORST BAD BAD BAD POOR ...
4559,2,POOR TERRIBLE BAD @@@ @@@ 😡
4560,5,FANTASTIC AMAZING FANTASTIC FANTASTIC FANTASTIC FANTASTIC AMAZING ### LOL
4561,3,LATE TERRIBLE AWFUL ... 😡
4562,1,terrible awful late awful awful SUPER
4563,1,worst awful awful late ### SUPER
4564,1,bad late awful @@@ LOL
4565,4,awesome fantastic great good fantastic ### ...
4566,4,excellent amazing great excellent fantastic excellent great 😡
4567,1,late bad late terrible poor SUPER SUPER
4568,4,fantastic great awesome excellent great excellent awesome @@@ LOL LOL
4569,5,FANTASTIC GOOD GOOD GREAT GREAT EXCELLENT LOL
4570,1,late late bad 😍 ### 😍
4571,4,GREAT AMAZING GOOD GOOD AMAZING AMAZING AMAZING LOL LOL SUPER
4572,3,AWFUL TERRIBLE WORST LATE BAD WORST 😡 LOL 😍
4573,3,POOR AWFUL WORST !!! 😡
4574,4,fantastic excellent excellent great good amazing amazing !!! 😍
4575,1,worst terrible poor !!! SUPER
4576,5,AMAZING GREAT GOOD ...
4577,1,POOR POOR WORST AWFUL 😍 😍 @@@
4578,4,great awesome awesome great awesome fantastic !!!
4579,3,LATE BAD AWFUL AWFUL AWFUL AWFUL !!! ... !!!
4580,5,GREAT GOOD FANTASTIC FANTASTIC AWESOME FANTASTIC ###
4581,3,AWFUL WORST AWFUL ...
4582,5,good amazing amazing great great amazing ... LOL
4583,2,LATE AWFUL BAD WORST TERRIBLE 😍 😍
4584,4,GOOD FANTASTIC AMAZING 😍 SUPER SUPER
4585,3,worst worst awful awful worst LOL ... @@@
4586,5,great good amazing awesome !!!
4587,3,POOR LATE TERRIBLE !!!
4588,5,great good good awesome amazing 😍 !!!
4589,4,FANTASTIC AMAZING EXCELLENT GREAT AMAZING EXCELLENT GREAT ### 😍 ###
4590,5,GOOD GREAT AWESOME GREAT EXCELLENT AMAZING @@@ ### ###
4591,3,TERRIBLE BAD LATE ...
4592,3,BAD WORST POOR BAD 😡
4593,3,awful awful late 😡 ... LOL
4594,1,bad terrible bad bad awful poor terrible !!! 😡
4595,2,terrible poor terrible LOL
4596,2,WORST WORST POOR LATE AWFUL TERRIBLE LOL @@@
4597,4,great amazing great !!! SUPER
4598,1,BAD BAD BAD AWFUL ###
4599,3,LATE AWFUL POOR TERRIBLE AWFUL WORST @@@ 😡 SUPER
4600,4,amazing great awesome excellent awesome awesome excellent 😡 LOL 😡
4601,4,fantastic amazing excellent good @@@ LOL 😍
4602,2,LATE WORST TERRIBLE SUPER LOL
4603,5,excellent fantastic amazing awesome ###
4604,3,worst worst late awful poor bad !!! @@@ 😡
4605,4,excellent excellent good awesome SUPER
4606,4,good amazing awesome great good 😍 LOL !!!
4607,4,AWESOME GOOD EXCELLENT GOOD GREAT LOL ...
4608,2,WORST WORST BAD ### @@@
4609,5,AWESOME FANTASTIC EXCELLENT GREAT FANTASTIC !!! !!! ###
4610,4,good good excellent excellent excellent 😍 😍 SUPER
4611,3,terrible poor late awful bad ...
4612,3,AWFUL BAD BAD 😍 😡 LOL
4613,3,TERRIBLE AWFUL TERRIBLE 😍 SUPER LOL
4614,4,EXCELLENT GOOD AMAZING ###
4615,5,amazing amazing good great fantastic great 😡
4616,1,POOR POOR AWFUL BAD BAD POOR LOL
4617,2,TERRIBLE BAD BAD POOR ... LOL
4618,4,GOOD AMAZING EXCELLENT GREAT GOOD GREAT ... ...
4619,3,worst awful terrible awful awful poor awful LOL LOL 😡
4620,5,AMAZING AWESOME EXCELLENT EXCELLENT GREAT AMAZING EXCELLENT ... 😡 ###
4621,3,late terrible worst bad late late poor 😡
4622,1,poor poor awful !!! SUPER
4623,4,excellent fantastic great SUPER
4624,4,AMAZING AMAZING AWESOME AMAZING GREAT EXCELLENT GREAT SUPER !!!
4625,3,terrible worst late late terrible bad 😡 😍 SUPER
4626,5,great great great fantastic great ### 😍 @@@
4627,1,awful terrible awful awful worst 😍 ...
4628,3,TERRIBLE POOR AWFUL ### !!!
4629,3,terrible worst terrible late SUPER
4630,1,poor late late late poor SUPER !!! LOL
4631,2,TERRIBLE LATE POOR AWFUL TERRIBLE TERRIBLE POOR ...
4632,5,good excellent fantastic 😡 !!!
4633,3,TERRIBLE AWFUL TERRIBLE 😍
4634,5,amazing great awesome good fantastic @@@ 😍 😍
4635,1,awful bad poor bad bad 😡 ###
4636,2,LATE TERRIBLE POOR AWFUL POOR LATE SUPER !!!
4637,1,bad late poor awful terrible late late @@@
4638,5,EXCELLENT EXCELLENT AMAZING GOOD GREAT AMAZING ... ###
4639,3,awful poor poor ... !!! ###
4640,4,excellent good good great great awesome excellent !!!
4641,1,bad terrible terrible bad terrible terrible awful 😍 ... 😡
4642,1,awful awful terrible terrible poor awful awful 😍
4643,5,amazing good great awesome @@@
4644,5,EXCELLENT GOOD AMAZING GOOD FANTASTIC GREAT FANTASTIC SUPER 😍
4645,4,excellent excellent awesome great amazing excellent amazing ...
4646,2,poor terrible terrible bad 😡 ...
4647,2,terrible bad bad late SUPER 😡 LOL
4648,3,WORST WORST AWFUL LATE POOR POOR BAD LOL 😍
4649,5,amazing excellent excellent amazing amazing 😡 😡
4650,3,terrible terrible poor bad bad worst late !!!
4651,4,GREAT AWESOME AWESOME GREAT FANTASTIC EXCELLENT AWESOME SUPER LOL LOL
4652,3,WORST LATE WORST BAD AWFUL TERRIBLE POOR !!! !!!
4653,3,terrible poor bad poor LOL !!!
4654,2,AWFUL TERRIBLE AWFUL LATE @@@
4655,1,awful awful bad awful 😡 LOL
4656,2,late terrible worst bad ### SUPER SUPER
4657,1,bad late awful worst awful worst late !!! ###
4658,2,BAD POOR WORST POOR SUPER
4659,1,TERRIBLE LATE POOR WORST AWFUL 😍
4660,5,great amazing fantastic awesome fantastic SUPER @@@
4661,4,great amazing good good LOL ### 😡
4662,1,late late terrible worst poor poor terrible ### SUPER ###
4663,3,LATE POOR WORST LATE WORST AWFUL AWFUL ...
4664,2,poor poor bad late bad terrible !!!
4665,5,great amazing great great excellent 😍 ###
4666,4,awesome great excellent excellent amazing ### SUPER
4667,3,POOR BAD BAD BAD TERRIBLE LATE 😡 ###
4668,4,AMAZING GREAT EXCELLENT GOOD GOOD 😍
4669,3,late awful worst late awful 😡 SUPER 😡
4670,4,fantastic amazing awesome 😍 @@@
4671,4,FANTASTIC AMAZING FANTASTIC 😍 😍 ...
4672,3,TERRIBLE TERRIBLE TERRIBLE LATE ###
4673,4,excellent fantastic great awesome ### ### @@@
4674,3,worst awful awful terrible LOL ...
4675,2,terrible late worst LOL 😍 ###
4676,5,good good good awesome awesome fantastic ...
4677,3,poor late bad poor poor awful ... 😍 😍
4678,5,GOOD GOOD AWESOME ... ###
4679,4,EXCELLENT EXCELLENT GREAT FANTASTIC 😍 ...
4680,2,TERRIBLE LATE TERRIBLE POOR POOR AWFUL TERRIBLE SUPER
4681,1,worst awful late awful awful poor late ### ... ...
4682,5,good amazing awesome great amazing SUPER 😍
4683,1,POOR BAD TERRIBLE LATE AWFUL LATE AWFUL 😍
4684,5,good great excellent excellent good awesome excellent 😍
4685,5,great good amazing ### 😍
4686,5,AWESOME GOOD GOOD @@@ !!! ###
4687,3,late terrible worst !!! !!! !!!
4688,2,awful poor worst worst bad worst LOL ...
4689,4,EXCELLENT AMAZING GOOD AWESOME GOOD LOL ... 😡
4690,5,GOOD AWESOME GOOD AWESOME EXCELLENT 😍 !!! 😍
4691,5,FANTASTIC GREAT AMAZING GREAT AMAZING ...
4692,4,GREAT AMAZING AWESOME GOOD AMAZING AMAZING 😍 @@@ ...
4693,5,awesome amazing fantastic ###
4694,2,bad worst awful bad poor 😍 ###
4695,4,amazing good awesome awesome great @@@ 😡 LOL
4696,4,GREAT FANTASTIC EXCELLENT GREAT GREAT AMAZING 😍
4697,5,FANTASTIC AMAZING GOOD EXCELLENT GREAT 😡
4698,3,BAD WORST WORST AWFUL BAD AWFUL BAD @@@ ...
4699,2,LATE AWFUL WORST AWFUL LATE LOL !!!
4700,4,good excellent excellent good amazing good awesome 😍
4701,5,awesome fantastic amazing excellent 😍 !!! SUPER
4702,1,WORST POOR BAD TERRIBLE WORST LATE LATE 😡 LOL !!!
4703,5,AWESOME FANTASTIC AMAZING EXCELLENT SUPER @@@ ###
4704,4,GOOD EXCELLENT AWESOME GREAT FANTASTIC LOL SUPER
4705,1,worst poor awful awful 😍
4706,5,excellent awesome fantastic ### SUPER
4707,4,EXCELLENT AWESOME EXCELLENT @@@ ###
4708,4,great good fantastic good amazing fantastic great ... @@@ LOL
4709,1,POOR POOR BAD AWFUL WORST LATE LATE !!!
4710,1,awful late worst awful LOL
4711,3,poor poor awful poor terrible worst bad 😡 ### !!!
4712,1,bad poor worst poor bad terrible ### 😡 ...
4713,2,POOR POOR BAD SUPER
4714,1,terrible terrible poor ...
4715,3,TERRIBLE LATE AWFUL POOR POOR LATE ###
4716,2,terrible bad terrible awful poor 😡
4717,1,worst bad poor @@@ !!!
4718,1,bad poor terrible 😍 !!!
4719,1,TERRIBLE WORST TERRIBLE LATE 😡
4720,3,LATE WORST POOR AWFUL BAD LATE BAD LOL @@@
4721,3,late bad terrible worst worst awful terrible 😍 😍
4722,3,WORST BAD POOR LATE LATE LATE BAD SUPER LOL
4723,1,LATE BAD AWFUL TERRIBLE ###
4724,2,poor terrible worst ...
4725,3,poor bad terrible poor terrible LOL @@@
4726,4,GOOD AWESOME GREAT AWESOME AWESOME GOOD !!!
4727,5,great good amazing fantastic good awesome good !!! @@@ !!!
4728,1,worst late bad terrible poor bad 😡
4729,3,poor poor bad poor worst late SUPER SUPER
4730,4,excellent great great amazing fantastic good awesome !!!
4731,4,AMAZING AMAZING GOOD AWESOME AMAZING GREAT EXCELLENT ###
4732,3,TERRIBLE BAD TERRIBLE ### ### LOL
4733,4,FANTASTIC GREAT GREAT 😍
4734,5,great amazing good ### ...
4735,3,LATE BAD BAD BAD ... SUPER
4736,3,worst awful awful late worst awful 😍
4737,4,AMAZING GREAT GOOD GOOD GREAT AWESOME GOOD @@@ 😡
4738,3,worst worst awful ... LOL
4739,3,POOR POOR AWFUL SUPER !!!
4740,3,worst late awful awful late @@@ LOL ###
4741,5,fantastic awesome excellent great excellent !!! 😡 @@@
4742,2,poor late worst ###
4743,3,AWFUL BAD AWFUL LATE TERRIBLE POOR LATE SUPER
4744,4,fantastic awesome awesome fantastic fantastic ... 😡 !!!
4745,1,BAD AWFUL AWFUL WORST POOR WORST AWFUL SUPER ### @@@
4746,1,WORST POOR TERRIBLE SUPER LOL SUPER
4747,3,worst terrible late poor awful @@@ 😍
4748,2,poor worst terrible worst poor ... SUPER
4749,5,awesome great good amazing 😡 !!! !!!
4750,5,GOOD AMAZING GOOD FANTASTIC ... LOL 😍
4751,2,poor worst terrible ...
4752,4,fantastic amazing amazing amazing excellent amazing 😍
4753,2,WORST LATE LATE POOR SUPER @@@ @@@
4754,1,AWFUL BAD LATE BAD POOR WORST WORST 😍 ...
4755,2,BAD LATE BAD BAD !!! ...
4756,3,poor awful terrible poor poor late late ### ...
4757,1,late late awful worst terrible awful SUPER @@@
4758,4,GREAT AMAZING GOOD AWESOME EXCELLENT !!! ###
4759,3,AWFUL TERRIBLE POOR POOR LATE SUPER 😍 LOL
4760,3,WORST AWFUL LATE WORST 😍 SUPER ...
4761,2,worst late bad terrible bad poor poor ###
4762,5,FANTASTIC EXCELLENT GREAT AWESOME GREAT ... @@@
4763,5,awesome good awesome great awesome excellent !!! 😡 😍
4764,4,FANTASTIC GOOD AWESOME AMAZING GOOD AMAZING @@@ SUPER 😍
4765,4,EXCELLENT AMAZING AMAZING AMAZING AMAZING ### ### ###
4766,5,fantastic great amazing great LOL LOL
4767,4,good fantastic excellent awesome awesome amazing fantastic LOL @@@
4768,3,terrible terrible poor awful ### 😡 ###
4769,2,terrible bad poor terrible worst awful 😍
4770,4,GOOD FANTASTIC FANTASTIC GREAT EXCELLENT AMAZING AMAZING @@@ 😡
4771,5,GREAT AWESOME GOOD ###
4772,1,BAD LATE AWFUL TERRIBLE BAD POOR POOR LOL 😡 ###
4773,4,GOOD AWESOME GREAT ### LOL
4774,5,FANTASTIC AWESOME EXCELLENT AWESOME GOOD ... 😡 ###
4775,3,POOR TERRIBLE WORST AWFUL POOR 😍
4776,5,amazing great good fantastic fantastic amazing 😡 LOL
4777,1,poor worst bad ...
4778,5,fantastic amazing awesome good amazing fantastic excellent LOL SUPER
4779,2,poor bad bad terrible poor worst worst !!! @@@
4780,1,late bad terrible terrible SUPER
4781,3,poor awful late poor awful terrible poor !!! !!!
4782,1,poor worst bad bad awful worst 😍
4783,4,AMAZING AWESOME FANTASTIC AWESOME AMAZING 😍
4784,1,terrible terrible worst terrible worst worst poor SUPER
4785,3,worst bad worst ...
4786,5,amazing good excellent awesome amazing LOL SUPER
4787,5,good great good LOL
4788,3,WORST WORST POOR WORST LATE BAD ###
4789,5,FANTASTIC GOOD GREAT 😡 !!!
4790,2,late poor late late bad awful poor ### LOL
4791,3,AWFUL BAD AWFUL TERRIBLE TERRIBLE ### @@@
4792,3,POOR BAD BAD BAD 😍 @@@
4793,4,GOOD EXCELLENT GOOD GOOD GREAT GREAT FANTASTIC ### 😡 @@@
4794,5,great amazing awesome good awesome amazing great 😡
4795,5,excellent amazing great good fantastic fantastic excellent 😍 ### @@@
4796,2,AWFUL LATE TERRIBLE LATE AWFUL SUPER 😍
4797,1,poor bad terrible ### @@@ SUPER
4798,3,LATE TERRIBLE AWFUL 😡 ###
4799,5,excellent excellent fantastic awesome awesome amazing fantastic ###
4800,2,POOR WORST WORST TERRIBLE ### 😍 😍
4801,2,BAD WORST POOR POOR AWFUL LATE BAD !!!
4802,4,great awesome fantastic amazing amazing good ### 😡
4803,1,worst bad poor awful late @@@
4804,2,late worst terrible poor terrible poor poor 😡 !!! @@@
4805,4,amazing great great good @@@
4806,1,LATE BAD TERRIBLE AWFUL AWFUL AWFUL AWFUL ... SUPER ...
4807,4,EXCELLENT AMAZING AMAZING FANTASTIC EXCELLENT AMAZING AMAZING ### ### 😍
4808,5,awesome excellent amazing excellent amazing good ### LOL
4809,3,terrible late worst poor late terrible 😡 LOL SUPER
4810,5,excellent fantastic fantastic excellent awesome !!!
4811,1,bad awful terrible 😍
4812,3,late awful late late poor bad late LOL 😡
4813,5,fantastic awesome amazing SUPER 😡
4814,1,BAD BAD BAD LATE LOL @@@ LOL
4815,2,WORST WORST TERRIBLE WORST AWFUL AWFUL LATE LOL 😍
4816,1,worst worst terrible late worst 😍 ...
4817,2,bad bad poor worst awful LOL ... ...
4818,1,poor bad poor worst SUPER !!! ###
4819,4,GREAT GREAT EXCELLENT 😡 😍 ...
4820,4,AWESOME FANTASTIC EXCELLENT GOOD ...
4821,4,fantastic amazing awesome SUPER SUPER
4822,3,BAD POOR LATE POOR WORST 😡 ###
4823,2,late terrible poor ### ... ...
4824,1,awful late awful worst terrible bad worst 😡
4825,3,LATE AWFUL WORST LATE TERRIBLE BAD POOR !!! SUPER
4826,3,LATE LATE BAD AWFUL POOR LATE POOR !!! SUPER
4827,3,BAD LATE LATE LATE WORST 😍
4828,4,amazing fantastic awesome fantastic ### ...
4829,4,fantastic awesome excellent awesome great great ### ### SUPER
4830,4,great great excellent great good great !!! ...
4831,4,excellent awesome awesome fantastic 😍
4832,3,TERRIBLE TERRIBLE TERRIBLE AWFUL TERRIBLE BAD ### 😡
4833,2,awful terrible bad awful worst poor bad LOL
4834,5,EXCELLENT FANTASTIC FANTASTIC FANTASTIC GOOD LOL !!!
4835,4,AMAZING FANTASTIC AMAZING GREAT AWESOME LOL
4836,4,FANTASTIC AWESOME GOOD SUPER
4837,4,AWESOME FANTASTIC AMAZING ###
4838,1,LATE TERRIBLE TERRIBLE WORST POOR BAD LOL LOL
4839,5,amazing fantastic amazing great good awesome awesome ...
4840,4,GOOD EXCELLENT GREAT 😡
4841,3,worst late poor bad SUPER !!! 😍
4842,4,GREAT AWESOME EXCELLENT FANTASTIC GOOD AMAZING GOOD LOL
4843,4,great fantastic awesome good awesome amazing ### !!! 😡
4844,3,bad terrible terrible poor poor @@@ SUPER
4845,3,AWFUL WORST AWFUL AWFUL SUPER LOL ###
4846,2,terrible poor worst late bad bad bad 😍
4847,2,worst awful worst bad SUPER LOL SUPER
4848,5,awesome excellent great fantastic 😡 😡
4849,1,bad poor awful terrible @@@ !!! ...
4850,2,BAD POOR AWFUL !!!
4851,1,worst late worst awful terrible @@@
4852,3,late late bad terrible bad bad awful SUPER
4853,3,terrible poor poor terrible 😍 ###
4854,1,TERRIBLE POOR WORST LATE ... !!! @@@
4855,3,worst awful bad terrible bad worst worst ### SUPER LOL
4856,5,awesome excellent fantastic LOL ###
4857,5,great fantastic great amazing amazing good LOL 😍
4858,1,poor terrible terrible 😍
4859,4,good good great fantastic LOL
4860,5,great good fantastic ### !!! SUPER
4861,1,late worst worst terrible late LOL
4862,3,worst bad awful worst late poor poor ###
4863,3,WORST LATE TERRIBLE WORST BAD POOR ###
4864,5,GOOD FANTASTIC AWESOME SUPER 😍
4865,2,terrible worst poor worst awful 😍 LOL
4866,3,late awful poor poor late bad worst @@@ 😡
4867,2,awful terrible terrible terrible awful LOL !!!
4868,4,GOOD GOOD GREAT SUPER ### SUPER
4869,1,LATE TERRIBLE LATE POOR BAD LATE AWFUL LOL ...
4870,5,amazing great excellent fantastic fantastic @@@ SUPER
4871,2,WORST POOR LATE POOR LATE BAD 😍 SUPER
4872,2,LATE POOR LATE AWFUL 😍 @@@ 😡
4873,3,worst terrible awful SUPER @@@ 😍
4874,3,LATE BAD LATE POOR BAD AWFUL !!! ###
4875,1,LATE TERRIBLE POOR TERRIBLE AWFUL !!!
4876,4,fantastic great great 😡 😡 !!!
4877,3,WORST WORST WORST LATE POOR SUPER ### 😍
4878,3,BAD LATE BAD POOR 😡 !!! SUPER
4879,2,BAD TERRIBLE TERRIBLE !!!
4880,1,bad bad worst late worst poor ... 😍 ...
4881,3,LATE WORST AWFUL POOR BAD 😍 ... 😍
4882,4,good excellent fantastic good excellent LOL @@@
4883,2,TERRIBLE POOR AWFUL POOR TERRIBLE WORST TERRIBLE @@@
4884,2,worst worst awful late worst ...
4885,5,FANTASTIC FANTASTIC GOOD FANTASTIC FANTASTIC @@@ SUPER
4886,1,bad awful bad SUPER ###
4887,5,fantastic amazing amazing good !!! 😡
4888,2,POOR LATE LATE AWFUL AWFUL !!!
4889,1,late terrible poor bad 😍
4890,2,awful late terrible poor 😡 😍 LOL
4891,5,amazing good good fantastic great LOL !!! !!!
4892,1,WORST LATE POOR SUPER LOL
4893,3,POOR AWFUL POOR TERRIBLE 😍 😡 😡
4894,4,excellent great good good 😡 ... 😍
4895,4,FANTASTIC AMAZING AMAZING GOOD EXCELLENT AMAZING AWESOME 😍 @@@ LOL
4896,2,bad terrible worst awful worst bad late @@@ !!! SUPER
4897,1,poor terrible late poor poor late worst ### 😍 ###
4898,2,AWFUL WORST AWFUL LATE LATE WORST BAD 😍 LOL 😍
4899,5,amazing great good good ...
4900,5,excellent fantastic fantastic fantastic 😡
4901,4,AWESOME AWESOME GREAT GREAT GREAT GOOD GREAT ### @@@
4902,3,TERRIBLE POOR AWFUL !!! 😍 ###
4903,3,AWFUL LATE WORST @@@
4904,5,great amazing fantastic amazing great great awesome !!!
4905,4,FANTASTIC GREAT GOOD AMAZING GOOD EXCELLENT @@@
4906,2,WORST TERRIBLE POOR BAD LATE LATE TERRIBLE @@@
4907,2,poor poor bad !!!
